id,datetime,context,question,answer
g_4287,2021-11-26 10:23:47,歩数表示が出来るようになれば、★5つです,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,歩数表示が出来るように
g_10797,2021-12-10 13:02:11,参考になります,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_1916,2021-10-24 19:52:37,使いやすくて便利です,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_1312,2021-11-11 10:36:55,なかなか良いぞドリンクチケットは有効期限が短い順に使う仕様にしてもらいたい,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,ドリンクチケットは有効期限が短い順に使う仕様にしてもらいたい
g_9605,2021-11-19 12:08:33,コンパネの上に謎のスペースができるんですけどこれ消せないのか,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,コンパネの上に謎のスペースができる
g_7046,2021-11-29 02:36:28,クーポン見ようと思って起ち上げたのにこれでは意味がない,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_1589,2021-11-11 15:32:50,ドリンクの補充の際に確認しないのですか,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,ドリンクの補充の際に確認しない
g_8625,2021-11-11 13:00:15,改悪お気に入りが追加されたが、お気に入りを押さないと表示されないのは如何なものか,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,お気に入りを押さないと表示されない
g_1848,2021-11-24 21:38:21,このアプリ開発した人って、バカなんじゃないかと思います,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_12643,2021-11-14 15:06:41,ネットワークエラーが出ました,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,ネットワークエラー
g_1692,2021-12-04 16:09:31,コカ・コーラの自販機を探すのが楽しみです,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_13439,2021-11-13 18:13:24,おサイフケータイ機能が無くても使えるのも長所ですね,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,
g_8134,2021-12-11 22:43:08,良かった,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_8386,2021-11-06 11:15:48,クーポンページ開くと勝手に200mbくらいダウンロードが始まります,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,クーポンページ開くと勝手に200mbくらいダウンロードが始まります
g_11356,2021-11-08 23:39:26,きのう何食べたの映画公開ニュースで西島さんの名前が間違ってる西島俊明に,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_10697,2021-10-22 05:56:23,興味ないと押しているのに同じようなニュースばかり流れてくる,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,興味ないと押しているのに同じようなニュースばかり流れてくる
g_345,2021-10-24 03:20:36,面白い面々いっぱいいいでふ,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,
g_8876,2021-11-19 09:47:31,最悪です,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_9072,2021-11-09 18:23:39,使いたくなくなった,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_12610,2021-12-13 14:45:06,大事な時に聞き取らない、居ないはずの時に何故か聞き取っている恐ろしいハッキリ言って使えない,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,大事な時に聞き取らない、居ないはずの時に何故か聞き取っている
g_109,2021-11-20 06:57:54,有料が気に入らない,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,有料が気に入らない
g_2548,2021-11-09 20:39:20,アプリ対応の自販機でスマートフォンから操作して購入できるのは、コロナ禍の時期には助かりました,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_1799,2021-11-24 17:24:06,接続はされてますが、それから先の画面にいかない,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,先の画面にいかない
g_643,2021-11-20 13:23:15,使いやすいです,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,
g_13955,2021-12-04 07:20:48,長い間利用してきましたが、もう少し待ってみてエラーだったらアンインストールするしかないですね,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,エラー
g_4276,2021-11-16 16:20:32,わり,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_8230,2021-12-14 17:23:02,最高です❢,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_12331,2021-12-01 12:23:25,docomoandroidgalaxynote9wifi接続でもだめ、データ通信でもだめです,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,docomoandroidgalaxynote9wifi接続でもだめ、データ通信でもだめ
g_6544,2021-11-28 08:10:55,アプリ戻るまでドンキだは買い物しません,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_11806,2021-11-07 19:06:46,最終タブまで遠いので以前のようなスクロールバーが欲しい,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,スクロールバーが欲しい
g_4273,2021-11-01 19:25:54,笑,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_2597,2021-12-15 13:51:43,毎日飲んでるのでスタンプが良く貯まるvóз`o♪,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_2407,2021-12-02 09:06:58,結局損してます,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_13071,2021-12-11 03:10:37,ポイントが地味に貯まる,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_4151,2021-11-07 16:57:40,とにかくピクミンが動けばよいのです,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_4786,2021-11-07 21:45:58,すごく困る,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_12492,2021-10-21 20:48:49,改善策はあるのでしょうか,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,
g_8387,2021-11-01 20:54:06,チャージも楽,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_2054,2021-11-17 23:26:49,やらない方がいいです,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_7622,2021-11-13 00:24:52,今まではtカード表示がトップページからできたのに、お気に入りをタップして別ページを開かないといけなくなった,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,お気に入りをタップして別ページを開かないといけなくなった
g_7358,2021-11-12 07:15:39,再起動してください,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_6671,2021-11-26 00:54:32,25日からアプリが開けなくて困ってます,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリが開けなくて
g_10747,2021-12-07 18:43:47,よくわかりませんが、教えて下されば嬉しいです,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_1543,2021-11-12 15:49:45,障害がありアパートの前にある自販機がアプリが使えたならもう少し色々と挑戦できるのに残念ですもっとアプリの使える自販機が増えると嬉しいです❢,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,アプリの使える自販機が増えると嬉しい
g_5887,2021-11-28 21:49:02,最低でも、店頭の機械でクーポンが出せるqrも表示させるべき,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,店頭の機械でクーポンが出せるqrも表示させるべき
g_12204,2021-11-25 19:31:57,毎日チェック,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_10545,2021-11-06 14:58:16,面白い、楽しく見ています,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_4597,2021-12-12 19:42:21,毎日往復を同じ道のりを歩いているが、往復でまったく違う歩数の時が多々ある,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,往復でまったく違う歩数の時が多々ある
g_9350,2021-12-01 21:57:26,安定的な管理を期待しています,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_13096,2021-11-17 08:52:18,またやりたいです,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_696,2021-11-04 13:18:16,前はこんな事なかったのに、過去のプロジェクトも残っているものと、音楽のみ残って動画だけ消えているのがいくつかありましたこれらは既に保存済なので良かったですが,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,過去のプロジェクトも残っているものと、音楽のみ残って動画だけ消えている
g_12886,2021-12-05 02:37:52,電話番号がアカウントになっているため複数のスマホを所持しているとめちゃくちゃ大変です別のスマホでログインすると毎回sms認証が必要になりしかも先にログインしていたスマホは強制ログアウト新たにログインしたスマホのポイントカード連携はエラーになり再度設定が必要になりますスマホ電話番号毎のアカウントとか面倒でしかないです,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,別のスマホでログインすると毎回sms認証が必要になりしかも先にログインしていたスマホは強制ログアウト新たにログインしたスマホのポイントカード連携はエラーになり再度設定が必要
g_9096,2021-10-27 12:54:29,galaxyfold3にしたらキーボードまで巨大になっちゃいました,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,galaxyfold3にしたらキーボードまで巨大になっちゃいました
g_4000,2021-10-31 18:07:11,本当イライラします,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_8913,2021-11-27 11:45:58,財布にたまたま予備がなかったのですが、速攻チャージできたので、ありがたいです,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_9400,2021-11-29 19:24:43,キーボードにきせかえを設定した状態で予測変換の一覧や記号一覧を開くと、きせかえがぼやけた状態で表示されてとても見にくいです,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,きせかえがぼやけた状態で表示されて
g_8791,2021-10-27 13:05:06,大変便利でした,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_3173,2021-11-07 21:00:37,接続が遅い上に頻繁に接続が切れたと表示されて、使い物にならない,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,接続が遅い上に頻繁に接続が切れたと表示
g_3030,2021-11-26 16:04:52,入れないともったいない,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_7063,2021-11-28 13:56:06,使えないじゃん,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,使えない
g_12477,2021-11-03 23:30:13,最初は認識してましたがある時から猫の声を全く認識しません,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,猫の声を全く認識しません
g_1295,2021-10-23 11:59:13,エラーになる,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,エラー
g_3391,2021-11-26 00:54:59,笑,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_5696,2021-12-11 12:57:36,有料会員なのですが、コインの販売が終了しているにも関わらず、コインでしか買えない曲が新規追加されています,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,コインの販売が終了しているにも関わらず、コインでしか買えない曲が新規追加されています
g_3116,2021-11-18 11:35:16,コークオンいつもつかわせていただいてますスタンプたまれば1本無料で交換出来て憂いです,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_5396,2021-11-04 16:16:46,曲数1000曲まではあまりにも少ない,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,曲数1000曲まではあまりにも少ない
g_4172,2021-11-07 14:47:16,このアプリさえあればいつまでも歩けます,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_13179,2021-10-27 18:42:44,多くの方同様に唐突に使えなくなり、解消するための方法を調べて実際に使えるようになるまでに掛かる時間やら手間を考えると面倒なので放置,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,使えなくなり
g_12232,2021-12-06 11:55:05,画像解像度を選べる機能が欲しい,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,画像解像度を選べる機能が欲しい
g_3718,2021-12-10 19:15:23,キャンペーンも多く、毎日利用しています,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_7501,2021-12-12 15:13:52,いいよ,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_12151,2021-11-07 06:37:44,のメチャ助かってます️,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
