id,datetime,context,question,answer
t_1551690,2021-11-05T23:15:50.000Z,今回は50%offクーポン使えたからyahooで買ったが,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2799159,2021-11-29T04:13:12.000Z,えぇーーーー,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3025560,2021-11-25T14:50:17.000Z,モモンキーrun2の結果シェアで毎日50名様に500円相当のpaypayボーナス当たる,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_3508,2021-11-17 21:09:23,いつも利用しています,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_4294,2021-11-25 17:55:26,データのカウント数が減ることがある,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,カウント数が減ることがある
t_4353634,2021-10-23T15:11:48.000Z,お家でも,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_11342,2021-10-28 22:00:25,色々な記事が有り楽しんでいます,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_2475730,2021-12-02T07:40:36.000Z,王冠ベル,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_8058,2021-11-27 20:55:04,使いやすい,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_6605,2021-12-01 00:14:25,100円で1ポイント貰えるのが嬉しいですよね,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_3883,2021-12-04 21:27:00,もう当たらないんだろうと思って応募止めたら、まだ募集中って案内が,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_8441,2021-11-03 22:01:07,ふざけたアプリ,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_1933102,2021-11-18T13:30:24.000Z,もし拡散賞取れたらこないだのpaypayは倍返しかな〜̄▽̄ニヤリッ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_6427,2021-11-30 17:45:28,他のアプリではそんな事は無いから立ち上がる時に個人情報に変な事をしているのかな,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_13707,2021-12-15 17:45:05,同感ですね,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,
t_2599610,2021-11-30T11:04:18.000Z,よろしくお願いいたします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4160767,2021-10-31T04:14:40.000Z,独自のスキルは声がとても高くなる,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_9215,2021-11-29 23:43:34,前みたいに大きさを小さくできるようにして欲しい,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,大きさを小さくできるようにして欲しい
t_2646246,2021-12-01T17:34:49.000Z,招待コード:sjcynn,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_118785,2021-11-28T05:16:47.000Z,缶でも、petでも,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
g_7815,2021-12-05 23:07:39,ソフトバンク優遇にうんざり,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_4600,2021-11-08 20:47:34,ウォーキングで設定してるのに10分の1しかカウントしない,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,10分の1しかカウントしない
g_5141,2021-11-19 13:32:43,類似アプリと比べて突出した利点もなく、あえてlinemusicを選ぶ理由がない,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,類似アプリと比べて突出した利点もなく
t_3062182,2021-11-24T11:01:12.000Z,ベスト電器paypayモール店にて、セガトイズ鬼滅の刃podパープルの在庫が復活して15分経過しました,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_8915,2021-11-14 13:00:17,分かりません️,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_2535740,2021-11-27T00:54:00.000Z,12/20まで毎日ご参加いただけます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_1843,2021-10-31 10:38:22,チケットがもらえなかったり、この詐欺,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,チケットがもらえなかったり
t_1288847,2021-11-03T07:50:47.000Z,3人のフォローとrt,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2553455,2021-11-30T07:19:09.000Z,全て1ティアのお値段です,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_1274,2021-12-13 07:04:04,コークは最高,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_4108741,2021-11-19T09:53:16.000Z,ガチャを回して2種類の限定きせかえをgetしよう,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_1712167,2021-11-07T12:39:46.000Z,結局アプリ入れなくても良かったんだって家族で話ました,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3288720,2021-12-08T10:33:41.000Z,ご参加ありがとうございます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_3556,2021-11-25 22:12:00,応募ボタンがタップできません,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,応募ボタンがタップできません
g_12817,2021-12-12 17:09:41,仕方ないので、近くのk○cでテイクアウトしたよ,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_3077,2021-11-26 15:35:13,お得です,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_1756,2021-11-26 16:04:52,めちゃくちゃお得なアプリ,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_4630,2021-12-10 01:30:01,ここまでなら☆5でも良かったが,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_12548,2021-11-03 11:08:47,もしかして有料版にしたら読めるのかな,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,
t_4306211,2021-10-23T04:44:54.000Z,この機会に、家ヘパw始めませんか,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_10904,2021-10-21 13:06:45,ニュースが遅い,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,ニュースが遅い
t_886278,2021-10-30T01:46:53.000Z,受かったら美味しいもの食べたいです,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_6448,2021-11-29 01:50:18,ホームページにはアプリの不具合について載ってましたけど、いちいちホームページ見てからお客さんは買い物行きません,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_1385,2021-10-29 16:47:45,コークオンを使おうとしてるのに、使えないなんでか、解らない,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,コークオンを使おうとしてるのに、使えない
t_472888,2021-10-21T00:41:11.000Z,今日もがが大好きです♡ヾ́`*ノ♬,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_4340653,2021-10-23T09:49:13.000Z,ヘパリーゼwチャージ,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_6058,2021-11-27 21:47:15,今朝からアプリが全く開けません,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリが全く開けません
g_6678,2021-12-01 10:26:16,12月1日正午再び開けなくなりバーコードのみ表示,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,開けなくなりバーコードのみ表示
t_1138626,2021-10-24T14:26:39.000Z,ほしい物リスト→,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_13863,2021-11-17 13:22:39,閉じても閉じても立ち上がってくる,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,閉じても閉じても立ち上がってくる
g_12900,2021-11-06 08:54:06,クレジットカードがjcb縛りなんて驚愕です,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,クレジットカードがjcb縛り
t_14293,2021-10-30T10:09:19.000Z,素晴らしい情報提供ありがとうございます,この文はTwitterのツイートです。Buzzvideoアプリの欠陥やBuzzvideoアプリに対する要望が書かれているのはどこですか？,
g_7871,2021-11-02 14:16:17,便利ですがポイント還元キャンペーンがないときは極端にポイントが貰えない,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,ポイント還元キャンペーンがないときは極端にポイントが貰えない
t_3376553,2021-12-05T10:40:14.000Z,詐欺,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3582787,2021-12-08T10:29:45.000Z,ランク代行承ります,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1734185,2021-11-04T15:47:46.000Z,0:43初めまして、夜分遅くに申し訳ございません,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_999329,2021-10-22T11:01:31.000Z,12/11土京セラドーム大阪2連,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_896696,2021-10-26T21:00:54.000Z,ポイントサイト,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4098124,2021-12-15T17:11:45.000Z,simejiで打つと3,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_1744,2021-11-28 17:22:05,せっかく対応自販機探したのにチケット使えん,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,チケット使えん
t_3686256,2021-12-04T10:14:19.000Z,が簡単にgetできる,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4003952,2021-10-28T23:47:58.000Z,神咲翔が第五人格の世界に迷い込んだら,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_2244703,2021-11-11T00:01:49.000Z,てやつ久々に見たら1万円弱金額増えてたんだけどこれ何怖い,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2091357,2021-11-22T08:41:17.000Z,12/20まで毎日ご参加いただけます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11075,2021-12-10 08:51:40,ただ、ヤフーのように写真の表示・非表示を選択できるとありがたいです,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,写真の表示・非表示を選択できるとありがたい
t_1422638,2021-11-05T09:49:13.000Z,交換譲渡譲求定価アクリルスタンド黒ミサ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_626368,2021-10-24T07:19:08.000Z,paypayボーナス運用28週間目,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1724283,2021-11-02T01:39:34.000Z,もちろん、店舗では、,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3044745,2021-12-02T09:37:25.000Z,お支払い方法はpaypay,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_8261,2021-12-03 21:26:51,素晴らしいアプリだね,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_13872,2021-12-13 09:58:31,今は使えませね、、、便利そうなのに,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,
g_10267,2021-12-14 12:16:37,ステマの様な朝鮮情報とか要らないし、気持ちが悪い,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_3217,2021-11-19 22:42:29,ず~と続けて下さい,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_403000,2021-11-17T09:02:32.000Z,本日からソフトバンク・ワイモバイル・linemoユーザーならlinemusicが6ヶ月無料で使えます,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_288289,2021-11-14T06:45:00.000Z,linemusicからはこちら,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_2794985,2021-11-26T04:30:51.000Z,ご縁がありますように,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_4371,2021-12-09 08:52:59,11/23追記,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_7108,2021-11-29 02:30:14,機内モードにすることで会員バーコードは表示できるのでチャージや支払いは出来るが、クーポンを取得したりできないので不便,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,機内モードにすることで会員バーコードは表示できるのでチャージや支払いは出来るが、クーポンを取得したりできないので不便
g_12492,2021-10-21 20:48:49,改善策はあるのでしょうか,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,
t_2118802,2021-11-17T20:37:50.000Z,はじめまして、お声かけいただきありがとうございます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11417,2021-11-10 17:07:02,広告の紛れ込ませ方に違和感あります,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,広告の紛れ込ませ方に違和感あります
t_1827854,2021-11-16T13:32:01.000Z,ジュエル52000〜,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_724684,2021-10-27T06:05:49.000Z,ヤクルトvs1stステージ勝者,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_4996,2021-10-22 11:01:12,無知で頭の悪そうなレビュー書いてる人は無視でいいかと,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_3249145,2021-12-06T12:49:42.000Z,いいねしてねーーー,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2948771,2021-11-29T10:56:37.000Z,会った人でくれる人いる,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_13968,2021-12-01 21:03:31,簡単で使い勝手良い,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,
g_3986,2021-11-12 23:41:26,正しい歩数の1/2に減らされます,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,正しい歩数の1/2に減らされます
g_9775,2021-11-03 15:51:36,あaを長押ししても、入力方法の選択しか出ません,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,あaを長押ししても、入力方法の選択しか出ません
t_3735629,2021-12-15T21:39:22.000Z,結果シェアで毎日50名様に500円相当のpaypayボーナス当たる→結果は返信でをフォロー後にご参加下さい12/20迄,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1558368,2021-11-10T14:54:06.000Z,銀行振込又はpaypayでご入金確認後、発券番号をお伝えします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_237296,2021-11-07T12:29:46.000Z,ローソンありますよ言われたけどうん、わかってるの、、でもチケット期限切れちゃうよーー,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
