id,datetime,context,question,answer
t_1725094,2021-11-09T11:38:06.000Z,paypayの5%クーポンと併用すれば19%です,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4249167,2021-11-05T09:29:21.000Z,目が大きいゴリラでサバイバー心眼として活躍,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_1350113,2021-11-10T01:36:35.000Z,ラストオーダー10分前,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11501,2021-11-20 13:13:10,安心、納得、出来るご対応感謝しますー,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_2141334,2021-11-22T18:30:11.000Z,ご自由にお使いください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12888,2021-12-15 21:14:07,シェアが一番低いブランドしか使えないとか意味がない,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,シェアが一番低いブランドしか使えない
g_4427,2021-11-15 17:01:25,消費カロリーは1280,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
t_2460055,2021-11-12T01:39:16.000Z,は&ツイートしてpaypayボーナス1万円相当を当てよう,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1635955,2021-11-07T11:50:25.000Z,paypayモールでは日曜のお買い物が超おトク当たったボーナスを使っておトクにお買い物しよう,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4582156,2021-12-06T08:51:39.000Z,ファミペイ経由でゾンあまギフトカード一万円10%還元使ってポイントに足して買いました,この文はTwitterのツイートです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_1340,2021-12-06 18:42:35,始める前は面倒臭そうと思っていましたが、始めてみると以外と簡単スムーズで、ポイントもすぐ貯まり、おまけの1本で得した気分になれます,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_1067142,2021-10-31T16:11:41.000Z,笑笑,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_8677,2021-12-06 01:52:52,メンテナンスのみ通知する設定を可能にしてほしい,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,メンテナンスのみ通知する設定を可能にしてほしい
t_2928580,2021-12-01T22:43:17.000Z,12月2日木,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3577383,2021-12-14T22:47:27.000Z,結果シェアで毎日50名様に500円相当のpaypayボーナス当たる→結果は返信でをフォロー後にご参加下さい12/20迄,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4508272,2021-10-24T23:29:09.000Z,抽選でヘパリーゼwを10万名様にプレゼント,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_3089463,2021-11-30T06:33:02.000Z,えちえちげーむ買うのが捗る,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_2548,2021-11-09 20:39:20,アプリ対応の自販機でスマートフォンから操作して購入できるのは、コロナ禍の時期には助かりました,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_157271,2021-11-03T08:00:53.000Z,えーっ,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_4482009,2021-10-23T03:18:21.000Z,ヘパリーゼwチャージ,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_7008,2021-11-27 22:16:18,起動しようとすると、一旦画面が表示されてすぐに終了してしまう,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,起動しようとすると、一旦画面が表示されてすぐに終了してしまう
g_12684,2021-11-30 20:31:39,ファミペイで簡単に支払いができ、ファミペイチャージの日利用すると商品がゲット出来るのも魅力です,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_10729,2021-10-24 14:30:59,分かりやすいのでオススメ,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_4267944,2021-10-29T04:32:58.000Z,結果,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_1899,2021-12-04 11:07:22,他を探す,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_3494288,2021-12-06T00:03:25.000Z,誰でもどうぞ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3301023,2021-12-15T12:15:30.000Z,また、12月末にtwitter限定プチ情報をお送りいたしますので、フォローを外さずにお待ちください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_479216,2021-11-07T08:39:41.000Z,頑張れぷろろーぐちゃん,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_736206,2021-10-30T06:40:01.000Z,支払いはpaypayでお願いします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_430340,2021-10-25T15:13:27.000Z,定期linemusic止まってませんか,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,linemusic止まってませんか
g_10927,2021-10-28 12:10:15,詳しく分かりやすい、,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_3914,2021-11-08 21:54:15,楽しいです,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_132,2021-11-15 19:25:48,差別発言を通報しても対応なし,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,通報しても対応なし
g_4021,2021-11-20 22:12:27,よくこんなアプリを世に出したものだ,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
t_1148556,2021-10-25T06:14:02.000Z,画像ののアクリルスタンド弱虫ペダルの東堂尽八のものになりますを1点代行して頂きたいのですが、可能でしょうか,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2806162,2021-11-25T07:14:29.000Z,モーニングから調子爆上げ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_5841,2021-11-28 16:42:28,カードを家族に持たせていたが、再度自分が持つハメに,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
t_3746283,2021-11-24T03:39:15.000Z,sasukeに出場,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_13803,2021-10-29 07:18:46,早い,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,
g_9859,2021-12-11 19:01:02,色々な絵文字が使えるようになって便利,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_3822009,2021-10-28T12:15:21.000Z,吸血鬼マントを着たロボットでサバイバー患者として活躍,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_3735470,2021-12-13T05:33:25.000Z,お風呂上がったらお声かけしますー,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4223181,2021-11-06T10:57:37.000Z,さ×コラボキャンペーン中,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_4147,2021-11-30 13:37:25,歩数が知りたいのに全くカウントされてない,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,全くカウントされてない
t_3497965,2021-12-06T07:43:14.000Z,paypayがいいです,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3493978,2021-12-15T09:30:52.000Z,"90,262ポイント達成",この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1746172,2021-11-06T09:06:22.000Z,詳細は,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_13569,2021-10-29 18:43:43,使える所がまだ、ペイペイに比べて少ない,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,使える所がまだ、ペイペイに比べて少ない
t_943412,2021-10-21T12:09:59.000Z,大海くん投げるのかな,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2101342,2021-11-17T13:44:08.000Z,大切に使わせていただきます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_4060,2021-12-14 13:05:12,グーグルフィットは健康に非常に役立って使ってます,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_8911,2021-11-20 20:43:01,期間限定ですが、日曜日に“ヤフーショッピング”でかなりのポイントが還ってくるのも嬉しいですね,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_1460070,2021-11-06T23:18:49.000Z,☆ipad×1名様,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_7728,2021-11-26 15:37:33,広告と取引の通知は別々に設定させて欲しい,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,広告と取引の通知は別々に設定させて欲しい
g_59,2021-11-03 10:05:04,こんなクソアプリじゃ、スマホの容量もデータ通信量も勿体ないのでアンインストール,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,
g_9958,2021-10-26 01:37:50,親しみ易いニュースですね,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_11171,2021-11-05 18:42:12,ニュースアプリではない,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_12338,2021-11-21 22:15:36,このアプリを信じていれば、あの子の苦しさを和らげてあげることも出来たかもしれません,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,
t_3360728,2021-12-08T13:12:18.000Z,3万円相当のpaypayボーナスが当たる“sランク賞”もご用意しておりますので、是非またご応募ください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11792,2021-11-29 08:38:49,これのない生活は考えられない,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_221745,2021-10-23T05:10:43.000Z,紹介コードを使うと100%プレゼントが当たるガチャが1回引けます,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_3867094,2021-10-30T03:15:38.000Z,×コラボキャンペーン,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_4868,2021-11-06 18:32:42,今のところバグが見つからず、uiがスッキリしているのはいいけど、通信量がやや大きいので、通信量を節約する機能がほしいです,この文章はGooglePlayストアのレビューです。lemon8アプリの欠陥やlemon8アプリに対する要望が書かれているのはどこですか？,通信量を節約する機能がほしい
t_3358217,2021-12-08T11:46:52.000Z,今買うならpaypayで払うのがお得かな,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11999,2021-11-07 16:09:52,ユニクロ、gu、ワークマン、ダイソー、無印良品など、売れないライターが、驚嘆付を使って宣伝している,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_3809165,2021-11-12T07:04:52.000Z,うちもそれやろかな笑笑,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_3246444,2021-12-13T18:46:19.000Z,モンモモラインモ~⊂o'⊥'o⊃,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_7516,2021-11-11 19:16:02,普通に便利,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_2727016,2021-12-01T09:44:15.000Z,決済時に自動でスタンプ-impresswatch,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1618062,2021-11-02T11:57:26.000Z,毎週ログインで当選確率アップ3週連続ログインイベントが開催中,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1737055,2021-11-08T07:08:34.000Z,16000円で20000円利用可能,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12989,2021-11-09 14:44:20,使えそうなのがきてもコーヒーl指定とか,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_4554,2021-11-20 16:12:45,全くカウントされていないこともある,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,全くカウントされていない
g_6144,2021-11-26 17:07:23,なぜ,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,
g_5548,2021-10-28 01:41:02,携帯の容量も問題ありません,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_557882,2021-10-31T00:13:28.000Z,同時というチャンス,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3950726,2021-10-29T08:44:41.000Z,独自のスキルは友達がたくさんできる,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_5719,2021-10-25 13:20:42,あと、保存先を選ばせて欲しい,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,保存先を選ばせて欲しい
g_12005,2021-10-30 10:54:27,便利に活用してます,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_1364,2021-12-12 12:42:55,使い勝手が大変よく、いつも利用させて頂いてます,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_12138,2021-11-13 17:33:32,気になる記事、ならない記事などジャンルの幅が広くそれを探すのも楽しいです,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_10925,2021-11-27 02:08:08,最近はやたらクーポンバラまいてるようでその広告がマジ邪魔,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,広告がマジ邪魔
t_3787174,2021-11-15T21:03:04.000Z,"抽選で最大amaoznギフト券10,000円分当たるチャンス",この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_3152520,2021-12-03T06:47:43.000Z,結果シェアで毎日50名様に500円相当のpaypayボーナス当たる→結果は返信でをフォロー後にご参加下さい12/20迄,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_1295,2021-10-23 11:59:13,エラーになる,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,エラー
g_4443,2021-11-06 22:43:04,またサイクリングに関して走行距離を知りたいので位置情報を連動させればいいのですが、ウォーキングの歩数はかなりの不自由があるようで連動することのできるアプリを使っていても連動アプリとは別の歩数、運動時間、運動距離がカウントされました,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,連動アプリとは別の歩数、運動時間、運動距離がカウントされました
g_4345,2021-11-20 11:18:32,気が利かない,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
t_236907,2021-11-01T13:52:36.000Z,総計300万人に当たる,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
g_12308,2021-12-02 09:21:27,更新されるまでは結構よかったから何とかしてほしい,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,何とかしてほしい
g_4898,2021-12-03 03:45:04,バグってカキコ一切できなくなりました,この文章はGooglePlayストアのレビューです。lemon8アプリの欠陥やlemon8アプリに対する要望が書かれているのはどこですか？,バグってカキコ一切できなくなりました
g_3322,2021-11-26 14:28:44,僕は仕事でよく歩くので、毎週1個必ずスタンプが貰えます,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_2318206,2021-11-13T02:18:25.000Z,☆お支払いはpsカード又はpaypayで,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1506842,2021-11-03T06:01:44.000Z,支払い方法アマギフ、メルペイ、paypay後払い可,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_13093,2021-12-03 19:11:14,条件達成の都度お知らせするべき,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,条件達成の都度お知らせするべき
t_4612010,2021-11-11T04:38:50.000Z,楽天ペイ、paypay払いもokだった,この文はTwitterのツイートです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,
t_436354,2021-12-11T20:16:41.000Z,こちらはずっと単リピ中,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_2131024,2021-11-12T15:10:16.000Z,そんなサプライズ的要素いらないんですけど,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,そんなサプライズ的要素いらない
g_11183,2021-10-23 07:55:03,解除方法を知りたい,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,解除方法を知りたい
g_8352,2021-11-14 09:24:09,tカードがホーム画面から外れた,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,tカードがホーム画面から外れた
t_2745459,2021-12-02T02:35:09.000Z,当選しますようにpaypay希望です,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11079,2021-12-07 21:00:25,ニュースを見るのに活躍してます,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_203543,2021-10-22T22:57:24.000Z,缶でも、petでも,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
g_12538,2021-10-29 19:55:43,昨日まで楽しく使ってました,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,
t_4512974,2021-10-23T02:50:49.000Z,お家でも,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_1983474,2021-11-13T16:55:07.000Z,:21時~23時30分発,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_698961,2021-10-25T01:04:04.000Z,早速paypay登録で千円get,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_2277,2021-12-04 19:02:58,目標を持てる,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_1621175,2021-11-03T11:29:17.000Z,今日はほぼpaypay払い,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12724,2021-12-11 07:06:07,非常に役にたってます,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_10265,2021-11-11 10:45:41,色々なニュース、情報が知れて助かってます,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_2948111,2021-11-30T04:17:31.000Z,ランマ公言️,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_9515,2021-11-16 20:25:03,セリフ優先して出てくるとかオタク脳か何か,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_598,2021-10-30 04:10:23,4年前の回答が、未だに掲載されてる,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,4年前の回答が、未だに掲載されてる
g_12897,2021-12-02 05:44:21,いつも、応援しています,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_5200,2021-11-18 21:54:28,ダウンロードした曲を削除する時に複数削除出来ないのがめんどいしかも1回消したら一番上に戻される手間でしかない,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,複数削除出来ない/1回消したら一番上に戻される
g_5423,2021-12-02 17:40:50,曲をダウンロードできない,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,曲をダウンロードできない
g_13936,2021-11-18 16:15:18,楽天ペイが繰り返しログイン画面になり、立ち上がらない,この文章はGooglePlayストアのレビューです。楽天ペイアプリの欠陥や楽天ペイアプリに対する要望が書かれているのはどこですか？,楽天ペイが繰り返しログイン画面になり、立ち上がらない
t_3215922,2021-12-06T19:43:02.000Z,&lt;lohacopaypayモール店&gt;,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11174,2021-11-30 10:52:29,毎日欠かさず見ています,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_1543873,2021-11-05T01:15:53.000Z,paypayモールでは日曜のお買い物が超おトク当たったボーナスを使っておトクにお買い物しよう,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_1855,2021-11-07 01:42:56,大阪のやすべより,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_1539129,2021-11-02T10:49:16.000Z,プレ維持や同行、開幕プレデターなども受けつけてます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_197,2021-10-28 19:19:02,文句が有るのならばあんたが対応しな,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,
