id,app_name,datetime,context,prediction
g_82,capcut,2023-11-30 21:25:49,たまにある30分くらいかけて出力した動画がダウンロードされてないことと、オーバーレイを追加しようとしてもプロジェクト一覧に戻されることがなければ★5,
g_83,capcut,2023-10-11 22:39:38,1度使用すると次から白い画面から動かなくなって使えません,1度使用すると次から白い画面から動かなくなって使えません
g_84,capcut,2023-10-18 08:30:40,その辺をもう少し分かりやすくして欲しいとは思った,もう少し分かりやすくして欲しい
g_86,capcut,2023-12-15 22:48:20,使いにくくてアンインストールしました,使いにくくて
g_87,capcut,2023-11-27 18:51:20,毎回違う不具合なのも困ります,毎回違う不具合
g_88,capcut,2023-10-15 17:05:43,編集ができていいですが、などを使うとムービーエンドに飛んでそのまま文字を打つと文字が増えます,ムービーエンドに飛んでそのまま文字を打つと文字が増えます
g_89,capcut,2023-12-18 15:03:10,みたいになって消そうとしても消せず毎回テキストごと消して最初から書き直すということが多すぎます,消せず毎回テキストごと消して最初から書き直す
g_91,capcut,2023-10-08 22:13:17,でも直して欲しい部分もいくつかあります,直して欲しい部分もいくつかあります
g_92,capcut,2023-12-16 22:00:34,とても良いアプリだけどどうしても重くなることがあるこれがどうにかなると嬉しい,重くなることがある
g_93,capcut,2023-11-24 14:55:39,オーディオを入れる時編集画面が落ちることがほとんど長い動画は今まで大丈夫だったのに落ちやすくなりました,オーディオを入れる時編集画面が落ちる
g_94,capcut,2023-12-13 14:34:01,フィードバックを送って、対処法が返ってきてその通りに対処してみても、何回再インストールしてもそこだけが治りません,フィードバックを送って、対処法が返ってきてその通りに対処してみても、何回再インストールしてもそこだけが治りません
g_98,capcut,2023-11-15 15:34:35,容量もしっかりあるのにも関わらずに長時間2時間以上の動画がエクスポート出来ない,容量もしっかりあるのにも関わらずに長時間2時間以上の動画がエクスポート出来ない
g_99,capcut,2023-12-20 22:22:50,波形を使おうとするととても重くなる,波形を使おうとするととても重くなる
g_101,capcut,2023-12-20 20:48:01,キャプカット、日に日に進化してるけど、どんどんラグくなる一方ですな,キャプカット、日に日に進化してるけど、どんどんラグくなる一方
g_102,capcut,2023-11-13 13:58:29,メモリ解放してもダメ,メモリ解放してもダメ
g_106,capcut,2023-10-09 15:41:46,だけど、テキスト読み上げ機能でゆっくりボイスの読み上げ機能があるとさらにいい,テキスト読み上げ機能でゆっくりボイスの読み上げ機能があるとさらにいい
g_107,capcut,2023-10-24 18:56:00,保存をもうちょいでかくしてほしいですそれ以外は、o,保存をもうちょいでかくしてほしい
g_108,capcut,2023-10-23 20:30:52,使う度に広告が出る,使う度に広告が出る
g_109,capcut,2023-10-26 15:05:44,10/26更新されてから全体的にバグってます,バグってます
g_113,capcut,2023-10-20 23:43:04,とても使いやすくて楽しくやらせてもらっていますがテンプレートを投稿する時にバグが起きて何回やり直しても投稿できない時があります、そこでいつもイライラしてしまいます,テンプレートを投稿する時にバグが起きて何回やり直しても投稿できない
g_114,capcut,2023-11-12 02:50:46,急に音声ファイル読み込みがクソ遅くなりました,音声ファイル読み込みがクソ遅くなりました
g_116,capcut,2023-12-08 13:48:53,以前はテキストを移動すれば音声も一緒に移動してきたが今は音声を後からずらす手間が発生して困っているので、修正して欲しい,音声を後からずらす手間が発生して
g_119,capcut,2023-10-11 22:39:38,なので私は消してはまた入れてを繰り返しているのですが正直それをしているうちにいらいらしてくるのと台パンでスマホが壊れました,消してはまた入れてを繰り返しているのですが正直それをしているうちにいらいらしてくるのと台パンでスマホが壊れました
g_120,capcut,2023-12-04 18:36:50,ですが有料のが追加されてから、バグが多くなりました,有料のが追加されてから、バグが多くなりました
g_122,capcut,2023-11-04 19:22:48,編集してる途中に勝手に違う時間の部分にワープしたりとか保存してた楽曲が消えたりとか,編集してる途中に勝手に違う時間の部分にワープしたりとか保存してた楽曲が消えたり
g_125,capcut,2023-10-12 19:42:20,最近アプリを更新したら使いにくくなった,アプリを更新したら使いにくくなった
g_126,capcut,2023-10-12 22:17:39,googleサインインしようとしたら、13歳未満はご利用できません,13歳未満はご利用できません
g_129,capcut,2023-10-20 20:48:27,しかもその部分も自動でデータが保存されるので、元には戻せません,元には戻せません
g_131,capcut,2023-12-12 23:48:54,バグるのは仕方無いのですが,バグる
g_132,capcut,2023-10-23 20:30:52,少し使いずらい,少し使いずらい
g_133,capcut,2023-10-02 21:50:37,googleフォトから動画&写真が使えてたら完璧,googleフォトから動画&写真が使えてたら完璧
g_135,capcut,2023-10-11 07:13:56,編集ができなくなる,編集ができなくなる
g_138,capcut,2023-11-29 11:09:31,使いづらいです,使いづらい
g_139,capcut,2023-11-05 01:59:43,編集がとてもというほどしやすく当た:り前のように毎日使っていますですが残念ながら広告が多すぎるのでそこら辺をすこし改善していただければ幸いですなのでこのアプリがもっと活躍していくと思いますのでこれからもよろしくお願い致します長文失礼いたしました~追伸~とっても使いやすいのですがバグが多いので改善よろしくお願い致します,広告が多すぎる
g_140,capcut,2023-10-25 12:41:58,ダウンロードが遅すぎる,ダウンロードが遅すぎる
g_143,capcut,2023-10-21 12:04:21,写真と音楽を合わせる時はまあ普通なんすけど文字を合わせた瞬間にラグって使いずらいっす,ラグ
g_144,capcut,2023-10-17 11:49:25,しかしエフェクトが適用されなかったり表示されてる秒数と違う場所でエフェクトが適用されていたり不具合がよく見られるので修正していただけると幸いです,エフェクトが適用されなかったり表示されてる秒数と違う場所でエフェクトが適用されていたり
g_146,capcut,2023-10-31 14:00:40,テキスト入れるたびに初期設定に戻ります,テキスト入れるたびに初期設定に戻ります
g_147,capcut,2023-11-11 23:55:09,マイミュージックデバイスからを押してもmp3がずっと出てこないです,マイミュージックデバイスからを押してもmp3がずっと出てこない
g_149,capcut,2023-11-19 22:13:36,改善できる余地はそちらにはあると思いますので1つでも修正してくれたら嬉しいです,改善できる余地はそちらにはあると思いますので1つでも修正してくれたら嬉しい
g_151,capcut,2023-10-31 18:56:38,めっちゃ便利だけど読み込み遅かったりしてちょっといらいらしちゃいます,読み込み遅かったり
g_152,capcut,2023-12-09 02:07:18,それ以外は、使いやすいので本当にこれは絶対直して欲しい,それ以外は、使いやすいので本当にこれは絶対直して欲しい
g_153,capcut,2023-10-29 22:28:05,使えるフィルターやアニメーションの量も多くていいと思うのですが、編集時、何故か編集していた秒数から別の秒数まで大幅に飛ばされることがあります,編集時、何故か編集していた秒数から別の秒数まで大幅に飛ばされる
g_156,capcut,2023-12-17 18:22:14,私のスマホは新しくてandroidを使ってますでバグが発生してなにかのエラーの表示が出て何時間も治らなくて困ってますその攻略法教えてー誰か,バグが発生してなにかのエラーの表示が出て何時間も治らなくて
g_157,capcut,2023-10-20 20:48:27,編集をしてみようかなと思い使い始めましたが、動画の編集を途中で保存して終わらせると、その動画の一部がなくなったり黒く塗られたりしていました,動画の編集を途中で保存して終わらせると、その動画の一部がなくなったり黒く塗られたりしていました
g_159,capcut,2023-10-27 16:55:46,ただ重くなりやすいです,重くなりやすい
g_160,capcut,2023-10-01 22:50:35,ですが、広告をもっと付けたりとかなにかしてもいいので、編集した動画をyoutubeなどで投稿し、収益化オーケーにしてほしいです,広告をもっと付けたりとかなにかしてもいいので、編集した動画をyoutubeなどで投稿し、収益化オーケーにしてほしい
g_161,capcut,2023-11-15 00:33:57,13未満ではないのにtiktokにログインが出来ない,tiktokにログインが出来ない
g_164,capcut,2023-11-19 22:13:36,前まではフォントの色を選べたのに削除されたから正直使う気が失せる,フォントの色を選べたのに削除された
g_165,capcut,2023-12-04 18:36:50,なので、新機能とかよりも、バグの修正を優先して欲しいです,新機能とかよりも、バグの修正を優先して欲しい
g_166,capcut,2023-10-02 14:41:09,編集機能は良き、でも音楽少なすぎる問題,音楽少なすぎる
g_170,capcut,2023-12-16 06:29:49,インターネット接続を確認して下さいと表示されアンインストールして再インストールしても変わらず残念ですがアンインストールします,インターネット接続を確認して下さいと表示されアンインストールして再インストールしても変わらず
g_171,capcut,2023-10-04 14:04:54,編集内容は良いですが、偶に真っ暗になり編集が出来なくなります,真っ暗になり編集が出来なくなります
g_172,capcut,2023-10-03 17:11:21,いちいち編集を押さないとフォントやテキストの色などが変えられなくなったのがストレス,いちいち編集を押さないとフォントやテキストの色などが変えられなくなった
g_174,capcut,2023-11-28 20:45:22,ゴミすぎ,ゴミすぎ
g_177,capcut,2023-10-05 15:33:22,勝手に消えると無断転載を疑われた時とかの証拠として動画の作成画面を見せれないのでその辺どうにかして欲しいです,勝手に消えると無断転載を疑われた時とかの証拠として動画の作成画面を見せれない
g_178,capcut,2023-11-15 15:34:35,さらにエクスポート出来ても動画が再生出来ない壊れることがあります,エクスポート出来ても動画が再生出来ない
g_179,capcut,2023-12-17 12:31:58,しかも使いにくい,使いにくい
g_180,capcut,2023-11-08 18:48:50,アップデートしてからかなり使いづらくなり、テキスト入力でバグがたびたび出ます,使いづらくなり、テキスト入力でバグがたびたび出ます
g_181,capcut,2023-10-18 09:29:05,昔まではシンプルで使いやすかったけど、今は色々進化しすぎて使いにくいゴミ,使いにくい
g_182,capcut,2023-10-03 17:11:21,テキストとかは頻繁に変更を加えたりするものなのだから、その少しの手間が使いにくさに繋がります,テキストとかは頻繁に変更を加えたりするものなのだから、その少しの手間が使いにくさに繋がります
g_186,capcut,2023-11-11 23:55:09,サウンドデバイスの検索をかけてもでてきません,サウンドデバイスの検索をかけてもでてきません
g_187,capcut,2023-11-03 22:35:15,5倍速にしてからインポートして2倍速にしていつも通りの滑らかな動画にしてたんですけど今回のアプデでインポート仕様が変わり、60fpsが出せなくなってしまったのでショックです,60fpsが出せなくなってしまった
g_190,capcut,2023-10-27 17:59:51,テンプレートの文字を消しても復活できるようにしろ,テンプレートの文字を消しても復活できるようにしろ
g_191,capcut,2023-11-04 16:48:49,保存した動画が、痙攣する,保存した動画が、痙攣する
g_196,capcut,2023-11-28 15:08:53,もっと改善してほしい、、,もっと改善してほしい
g_197,capcut,2023-12-12 23:48:54,たまに、動きが鈍くなる時とwi-fiは繋がって居るんですが,動きが鈍くなる
g_199,capcut,2023-11-04 12:28:10,tiktok用の動画を保存しようとしたところ、プレミアム機能を使っていないのに使った、と表示されるんです,プレミアム機能を使っていないのに使った、と表示される
g_201,capcut,2023-11-22 17:43:04,アプリ開いてもずっとキャップカットのアイコンで止まったまま,アプリ開いてもずっとキャップカットのアイコンで止まった
g_204,capcut,2023-10-22 03:14:25,動画始めたばかりの初心者には少し難しいですよね,動画始めたばかりの初心者には少し難しい
g_205,capcut,2023-11-29 11:09:31,日本語のフォントも選べないので、文字を入れたいニーズにも向かないです,日本語のフォントも選べない
g_207,capcut,2023-11-08 16:15:27,写真や動画を共有したいんですがファイルは条件を満たしていませんとでるんですがこれを治してほしいです同じようになった方いますか,ファイルは条件を満たしていませんとでる
g_208,capcut,2023-12-18 23:37:40,編集しやすいけどテキスト追加を押すと15くらいの大きさで変な文字が大量に出てきて1回1回治すのがめんどくさい改善して欲しい,テキスト追加を押すと15くらいの大きさで変な文字が大量に出てきて1回1回治すのがめんどくさい
g_209,capcut,2023-11-29 11:09:31,数値入力できず、スライドさせると加速してしまい思った長さにできません,数値入力できず、スライドさせると加速してしまい思った長さにできません
g_210,capcut,2023-12-04 07:49:14,編集機能は素晴らしいけどテンプレートを投稿したいのに出来ない,テンプレートを投稿したいのに出来ない
g_213,capcut,2023-11-19 22:13:36,動画をエクスポートした際、動きが荒く、作った甲斐がなくなった,動きが荒く
g_214,capcut,2023-11-08 22:26:56,早めの修正や対策をよろしくお願いします,早めの修正や対策をよろしくお願いします
g_215,capcut,2023-11-18 12:27:19,急にほとんどのワードアートが使用できなくなってしまいました,ほとんどのワードアートが使用できなくなってしまいました
g_216,capcut,2023-12-17 02:20:49,編集が進みません,編集が進みません
g_218,capcut,2023-10-18 08:30:40,音楽の切り方が分からず苦戦した,音楽の切り方が分からず
g_221,capcut,2023-12-17 09:28:13,曲を調べてもあまり出て来ない変なことを調べると出てくるのを直して欲しい,曲を調べてもあまり出て来ない変なことを調べると出てくるのを直して欲しい
g_222,capcut,2023-11-12 10:08:37,アプデ入ったの分からないけど、拡大も出来ないし、フォントとか、スタイルとかもいちいち変えないといけなくて、使いずらいし、編集が上手く出来ない,拡大も出来ないし、フォントとか、スタイルとかもいちいち変えないといけなくて、使いずらいし、編集が上手く出来ない
g_224,capcut,2023-12-17 16:41:57,つまんねぇな写真とどうがをあわせろ最初のところすべてにしとけ死んどけ,つまんねぇな写真とどうがをあわせろ最初のところすべてにしとけ死んどけ
g_226,capcut,2023-10-19 01:35:38,とてつもなく使いにくくなってます,使いにくくなってます
g_228,capcut,2023-10-28 18:47:11,逆再生が切れるしカクカクする,逆再生が切れるしカクカクする
g_230,capcut,2023-10-27 19:01:04,とてもめんどくさいです,めんどくさい
g_232,capcut,2023-10-29 22:28:05,また、毎回同じ場所がスムーズに再生されなかったり、固まってしまったりします,毎回同じ場所がスムーズに再生されなかったり、固まってしまったりします
g_233,capcut,2023-10-07 11:31:22,テンプレートが余計に分かりにくい,テンプレートが余計に分かりにくい
g_237,capcut,2023-12-12 23:48:54,私のスマホが故障してるからだと思いますが,私のスマホが故障してる
g_238,capcut,2023-10-07 23:38:08,マジで使いにくい,使いにくい
g_240,capcut,2023-12-20 20:48:01,まぁとにかくラグいです、エフェクトまぁまぁ量あります初心者の方にはオススメです、iphoneなららぐくないと思います個人の意見ですがandroidは最悪ですよほんとに,
g_241,capcut,2023-11-30 18:11:02,作成中の動画に新しく画像等を追加しようとしても何故かテンプレの所に来てしまう,作成中の動画に新しく画像等を追加しようとしても何故かテンプレの所に来てしまう
g_242,capcut,2023-10-08 22:13:17,単純な円や四角、長方形、ライン、矢印などの素材を増やして欲しい・動画素材をカットした後、再度動画を結合する機能が欲しいアンドゥを使わずに結合したい・縦横比を変形できるモザイク素材が欲しい動画内の文字だけにモザイクをかけたい時など、文字の長さや大きさに合わせてモザイクを変形させたい・レイヤー毎の一括音量調整トラックミキサーが欲しい以上です,単純な円や四角、長方形、ライン、矢印などの素材を増やして欲しい・動画素材をカットした後、再度動画を結合する機能が欲しいアンドゥを使わずに結合したい・縦横比を変形できるモザイク素材が欲しい動画内の文字だけにモザイクをかけたい時など、文字の長さや大きさに合わせてモザイクを変形させたい・レイヤー毎の一括音量調整トラックミキサーが欲しい
g_243,capcut,2023-10-20 23:43:04,直して欲しいです,直して欲しい
g_244,capcut,2023-10-27 19:01:04,不具合なのでしょうか,不具合
g_245,capcut,2023-11-06 12:46:09,自動キャプション機能が不具合が多すぎる,自動キャプション機能が不具合
g_247,capcut,2023-11-19 18:49:18,ちょっと課金ようそけしてほしいな,ちょっと課金ようそけしてほしい
g_249,capcut,2023-11-19 10:55:22,何でわざわざ音声を入れる時に動画から摘出しないといけないのか,音声を入れる時に動画から摘出しないといけないのか
g_250,capcut,2023-11-23 13:52:27,バグります,バグります
g_251,capcut,2023-11-22 21:00:55,しかし、設定がころころ変わりすぎているのか、少しずつ分かりにくくなっていて困ります,設定がころころ変わりすぎているのか、少しずつ分かりにくくなっていて
g_254,capcut,2023-10-12 22:17:39,改善してください,改善してください
g_255,capcut,2023-11-29 18:25:36,wmv形式の動画のインポートを出来るようにして欲しい,wmv形式の動画のインポートを出来るようにして欲しい
g_256,capcut,2023-10-14 15:33:31,編集しやすさはとても良いと思いますが、編集画面の再生に問題があり何度も再生し直しても2秒ほどラグとても編集しずらいです,編集画面の再生に問題があり
g_258,capcut,2023-11-25 12:23:25,勝手にプロ入れないでほしいですほんとに最悪です,勝手にプロ入れないでほしい
g_260,capcut,2023-11-12 17:41:25,基本的には使いやすくて助かっていますが、テキストを配置する時に画面中心付近になると途端に動きが重くなって非常にやりにくいです,テキストを配置する時に画面中心付近になると途端に動きが重くなって
g_261,capcut,2023-12-03 15:44:45,最初の方はホントに機能性も良く、楽しかったのですが、、今はアプリを開く時に画面が固まり、ホーム画面を押して再度開くのにも十数秒かかります、、とにかく重いです,アプリを開く時に画面が固まり、ホーム画面を押して再度開くのにも十数秒かかります
g_262,capcut,2023-10-19 06:50:17,問題ある人はpcのスペックやスマホの機種とか不具合の状況をちゃんと書いて運営さんに報告しましょう,
g_264,capcut,2023-11-03 18:01:29,長い動画をエクスポート出来ない,長い動画をエクスポート出来ない
g_265,capcut,2023-12-15 11:15:20,早くバグ直してほしい,早くバグ直してほしい
g_266,capcut,2023-11-27 23:18:26,開いてみるとpc仕様になっているのかuiがガラッと変わっており、使い方が全く違う,開いてみるとpc仕様になっているのかuiがガラッと変わっており、使い方が全く違う
g_270,capcut,2023-10-30 18:51:21,長めの動画を作れないのが個人的にショックだったけど、普通に動画編集したいのなら15分もあれば十分だと思うのでかなりいいアプリ,長めの動画を作れない
g_272,capcut,2023-11-04 12:30:29,年齢を間違えただけなのにできなくなったそれ以外は神,年齢を間違えただけなのにできなくなった
g_273,capcut,2023-12-13 14:34:01,対処法が分からないのでこのままだとアンインストールしようかと思っています,対処法が分からない
g_274,capcut,2023-11-19 13:26:50,キャップカットを開こうとしたらキャップカットのアイコンの画面のまま動きません,キャップカットのアイコンの画面のまま動きません
g_275,capcut,2023-12-05 06:23:16,一旦アンインストールしても数回に1度しか開かずfreeze編集する上では音のズレもなく良いのに、残念,一旦アンインストールしても数回に1度しか開かず
g_279,capcut,2023-10-20 23:11:08,いきなりアプリ開くことすら出来なくなったけど、なに,いきなりアプリ開くことすら出来なくなった
g_283,capcut,2023-12-16 06:29:49,tiktok用の編集で使いやすくて重宝してましたが、テキスト読上げ機能がインターネット接続が有りません,テキスト読上げ機能がインターネット接続が有りません
g_285,capcut,2023-11-05 03:09:41,なければ早急に改善お願い致します,早急に改善お願い致します
g_286,capcut,2023-10-04 12:06:02,容量チェックしたら全然足ります,容量チェックしたら全然足ります
g_287,capcut,2023-10-23 15:13:06,youtubeでダウンロードした動画を読み込もうとするとファイル条件が満たしてないってエラーが出てくるこれ違反になりますよ,youtubeでダウンロードした動画を読み込もうとするとファイル条件が満たしてないってエラーが出てくる
g_289,capcut,2023-12-16 00:16:08,昨日、アプリを更新したらフォントが表示されなくなりました,アプリを更新したらフォントが表示されなくなりました
g_290,capcut,2023-11-12 09:41:54,対応お願いいたします,対応お願いいたします
g_291,capcut,2023-12-17 02:20:49,インターネットは繋いであります再起動、インターネット繋ぎ直し、数日まつ、とかやったのですがなおりませんどうしたら良いですか,インターネットは繋いであります再起動、インターネット繋ぎ直し
g_292,capcut,2023-10-02 00:04:06,元に戻すか切り替えが欲しいところです、前の方が気に行ってたので,元に戻すか切り替えが欲しい
g_293,capcut,2023-11-08 22:26:56,前までは軽かったが急にアプリの動作が重くなったり、テキストの動かした位置がずれていたりとバグがすごく生じています,アプリの動作が重くなったり、テキストの動かした位置がずれていたり
g_296,capcut,2023-11-03 19:52:44,有料コンテンツを使ってないのに使ったことにされてるゴミアプリ,
g_298,capcut,2023-11-13 13:58:29,先週まで使えてたのに、レート下げても保存もtiktokで開く事もできなくなりました,レート下げても保存もtiktokで開く事もできなくなりました
g_299,capcut,2023-11-15 15:34:35,あとたまに音が大分ズレる事があるので即改善お願いします,音が大分ズレる
g_301,capcut,2023-12-12 23:48:54,更新してから、アプリ自体の動きが鈍くなってます,アプリ自体の動きが鈍くなってます
g_302,capcut,2023-12-09 02:07:18,自分で排出した楽曲などを選択すると、bgmも追加されずにプロジェクトに強制的に戻る,自分で排出した楽曲などを選択すると、bgmも追加されずにプロジェクトに強制的に戻る
g_303,capcut,2023-10-22 03:41:31,アニメーションの位置が変わってわかりにくい,アニメーションの位置が変わってわかりにくい
g_304,capcut,2023-12-08 16:47:56,一言で言うと使いにくい,使いにくい
g_305,capcut,2023-10-02 00:04:06,とてもありがたいアプリではあるんですが、アプデでテキストの編集が大変やりにくくなりました,アプデでテキストの編集が大変やりにくくなりました
g_306,capcut,2023-10-11 20:06:07,機能とかはめちゃくちゃ最高です,機能とかはめちゃくちゃ最高
g_307,capcut,2023-12-14 21:38:17,非常に良いのですがスマホで編集しているとどうしても画面を横にしたい時がありどうにかしてくれれば嬉しいです何卒よろしくお願いします,スマホで編集しているとどうしても画面を横にしたい時があり
g_311,capcut,2023-12-03 01:15:29,おすすめでこのアプリを入れましたが、画像を追加しようとするとすぐに落ちるのでストレスがたまります,画像を追加しようとするとすぐに落ちる
g_316,capcut,2023-10-07 11:31:22,あとproにしたところで、容量が変わらず、スマホとパソコンとで連携取れないなら意味無い気がします慣れるまで、操作がしずらい,容量が変わらず、スマホとパソコンとで連携取れない
g_317,capcut,2023-10-20 20:48:27,ふざけないでください,ふざけないでください
g_321,capcut,2023-10-05 03:00:09,英語日本語韓国語などのフォントが簡単に選べない,英語日本語韓国語などのフォントが簡単に選べない
g_322,capcut,2023-10-07 21:03:22,でも、ラグくなるし、音楽割れててヤダ,ラグくなるし、音楽割れてて
g_325,capcut,2023-10-18 20:40:50,完全無料が魅力だったのにw広告もついちゃったww,完全無料が魅力だったのにw広告もついちゃった
g_326,capcut,2023-12-18 19:36:35,使いやすいけどケャップカットに動画をあげようとするとファイルが条件を満たせていませんって出てきて動画を挙げられません,ケャップカットに動画をあげようとするとファイルが条件を満たせていませんって出てきて動画を挙げられません
g_332,capcut,2023-12-17 12:31:58,プロ機能多すぎない,プロ機能多すぎない
g_333,capcut,2023-11-08 20:59:17,自分のファイルに入ってる音声を使えない,自分のファイルに入ってる音声を使えない
g_334,capcut,2023-11-14 14:43:47,引き継ぎも簡単でとても助かるのですが新しいアカウントを作った時にこのログイン情報は既に別のアカウントにログインされていますやこのtiktokアカウントは別のcapcutアカウントにリンクされていますと出てしまってtiktokに繋げることが出来なくて少し不便に感じていますtiktok側の連携も1度外しキャップカットの方もその繋がっているアカウントらしきものは削除したつもりなのですが繋がっているのか分かりませんが新しいキャップカットアカウントをtiktokに繋ぐことができません後編集していると偶に写真を多く入れていると重く再生するとスロー音ズレが激しいです,
